Sno,Profile_of_buyer,Education_of_buyer,Occupation_of_buyer ,Is_Current_Property_Rented ,Current_Locality,Area_of_Current_Property,Deed_Type ,Value_of_New_Property_per_sqft ,Locality_of_New_Property ,Area_of_New_Property  ,Mode_of_Payment ,Number_of_installations ,New_Property_Value ,Is_there_Pan_card ,Gross_Income_for_last_1_year ,Gross_Income_for_last_2_year ,Gross_Income_for_last_3_year ,Gross_Income_for_last_4_year ,Gross_Income_for_last_5_year ,Source_of_income_1 ,Source_of_income_2 ,Source_of_income_3 ,Number_of_properties_owned ,Is_Rental_Income ,Since_when_rental_income_declared ,Ratio_rental_income_to_property_value ,Property_value_calc_on_rental_income ,Is_property_Inherited ,Inherited_Property_Cost ,Is_property_sold ,How_much_value_property_sold ,Total_value_of_all_properties_owned ,Total_income_of_last_year ,Is_Loan_Taken ,Ratio_Loan_to_own ,Who_Lender ,Rate_of_interest_charged_on_load ,Number_of_bank_accounts ,Transaction_X1 ,Transaction_X2 ,Transaction_X5 ,Transaction_X10 ,Transaction_X20,Suspicion
1486,1,5,8,0,2,1369,0,47196,1,2325,1,7,76663798,0,2211978,2032203,2120810,2584320,2735655,0,0,3,2,1,0,0,0,0,39607602,1,0,96815699,1414155,0,99,0,8,1,3,4,2,0,0,0
1487,0,3,7,0,4,909,0,46664,0,2102,1,6,69343362,0,1374383,1992140,2334079,2624536,3283293,0,0,3,1,1,0,0,0,0,35495790,1,0,192191872,2165012,0,96,1,9,1,3,1,1,0,0,0
1488,0,5,5,0,3,816,0,65409,0,2804,1,5,78665145,0,1373598,2682771,2414652,2047502,3034454,0,0,3,2,1,0,0,0,0,39165731,1,0,182933007,2419462,0,100,1,8,0,4,2,0,0,0,0
1489,0,5,8,0,4,558,0,51212,0,2364,1,10,83604821,0,2204418,2719590,2918333,2112322,2802711,0,0,3,2,1,0,0,0,0,34890578,1,0,165193866,2226036,0,98,0,8,1,0,4,0,0,0,0
1490,0,3,4,0,3,737,0,50853,0,2112,1,7,39993383,0,2172515,2297701,2561893,2116777,2832961,0,0,3,2,1,0,0,0,0,31095772,1,0,69524243,1254714,0,87,1,9,0,1,3,2,0,0,0
1491,1,4,6,0,2,1080,0,66380,1,2148,1,8,70622941,0,1070901,2902258,2402417,2380674,3383891,0,0,3,2,1,0,0,0,0,51867383,1,0,92476440,1325186,0,97,0,9,0,0,1,2,0,0,0
1492,0,4,6,0,4,758,0,49816,1,2137,1,6,45981306,0,1520171,1355175,2592545,2514433,3370431,0,0,3,2,1,0,0,0,0,52628779,1,0,170613246,1183013,0,83,0,8,1,1,0,1,0,0,0
1493,0,4,6,0,2,673,0,51995,1,2117,1,5,83265354,0,1274474,2815826,2638370,2302059,2532695,0,0,3,2,1,0,0,0,0,54563881,1,0,112303613,1736911,0,93,0,8,1,1,3,2,0,0,0
1494,1,3,5,0,3,1418,0,69182,0,2073,1,5,78017447,0,1497281,2292594,2952824,2123460,3087704,0,0,3,1,1,0,0,0,0,29467693,1,0,141897001,1744150,0,97,1,9,1,2,1,1,0,0,0
1495,0,5,5,0,3,757,0,48860,1,2399,1,8,28551075,0,2158443,1291517,2294267,2214501,3036408,0,0,3,1,1,0,0,0,0,50052271,1,0,60008778,1263617,0,99,0,8,0,4,1,2,0,0,0
1496,0,5,5,0,2,723,0,51796,1,2151,1,6,68784615,0,2285818,2254686,2508565,2560607,3245181,0,0,3,2,1,0,0,0,0,49262367,1,0,62177784,1011956,0,96,1,8,0,0,0,2,0,0,0
1497,1,4,6,0,3,826,0,61413,0,2694,1,8,26720353,0,1546550,2804099,2431787,2293201,2969365,0,0,3,1,1,0,0,0,0,22961440,1,0,131402301,1655315,0,100,0,9,1,4,2,0,0,0,0
1498,0,3,4,0,4,643,0,46416,0,2867,1,10,48213962,0,1543730,1835752,2553666,2344186,2682269,0,0,3,1,1,0,0,0,0,34825396,1,0,70059828,1644995,0,92,0,8,1,0,3,1,0,0,0
1499,1,3,6,0,2,1368,0,58799,0,2134,1,10,96199322,0,1626953,2098707,2595932,2107650,2960716,0,0,3,2,1,0,0,0,0,45047616,1,0,85592798,1698190,0,83,1,8,0,4,4,2,0,0,0
1500,0,3,8,0,4,660,0,61551,0,2365,1,7,42253904,0,2157630,2081666,2455310,2809170,3175457,0,0,3,2,1,0,0,0,0,40298049,1,0,125168353,2161792,0,98,0,9,0,2,3,2,0,0,0
1501,0,5,6,0,3,973,0,50357,0,2877,1,10,51776937,0,1566814,2756960,2940576,2676386,2857603,0,0,3,1,1,0,0,0,0,59695049,1,0,73140399,2474806,0,98,1,9,0,5,2,1,0,0,0
1502,0,3,5,0,2,621,0,51419,1,2119,1,5,31597963,0,1144110,2946922,2326439,2061454,2851722,0,0,3,1,1,0,0,0,0,51589553,1,0,147049981,2370814,0,95,0,8,0,1,1,2,0,0,0
1503,1,5,8,0,3,1007,0,56965,1,2925,1,6,77870515,0,1749546,2499047,2097803,2717489,3337063,0,0,3,2,1,0,0,0,0,47677646,1,0,63925874,1196604,0,98,1,8,0,2,0,1,0,0,0
1504,1,5,4,0,2,650,0,67076,1,2977,1,8,38337601,0,1393050,1700711,2332352,2545407,2977055,0,0,3,2,1,0,0,0,0,34072772,1,0,73587323,2428307,0,99,0,8,1,2,3,1,0,0,0
1505,0,5,4,0,3,500,0,67842,0,2397,1,7,67639962,0,2487016,2124710,2650648,2156394,2997442,0,0,3,1,1,0,0,0,0,27794216,1,0,117666642,1584260,0,88,1,9,0,0,4,2,0,0,0
1506,1,5,5,0,2,1423,0,54559,1,2366,1,9,29768986,0,1233770,2103384,2311969,2661153,3155617,0,0,3,1,1,0,0,0,0,53395059,1,0,76808310,2153221,0,94,0,9,1,3,1,1,0,0,0
1507,1,4,9,0,3,1051,0,68305,0,2566,1,7,54068911,0,2318804,1618537,2053263,2052101,3073840,0,0,3,2,1,0,0,0,0,37748344,1,0,166011667,1225659,0,95,0,8,1,0,3,1,0,0,0
1508,1,3,7,0,4,825,0,66159,1,2120,1,7,40592861,0,1746189,2541250,2425303,2758113,3292856,0,0,3,1,1,0,0,0,0,30805053,1,0,95074742,2055845,0,85,1,9,1,0,3,1,0,0,0
1509,1,5,9,0,4,1036,0,49191,1,2924,1,10,68554777,0,2151551,1817149,2153670,2130153,3179897,0,0,3,1,1,0,0,0,0,29794820,1,0,83231864,1165385,0,94,0,9,0,2,2,2,0,0,0
1510,1,5,5,0,3,1276,0,55747,1,2669,1,5,97201260,0,1415557,2447812,2053168,2282431,2551191,0,0,3,2,1,0,0,0,0,31574999,1,0,97530041,1948635,0,97,0,8,1,4,0,2,0,0,0
1511,1,3,9,0,4,1486,0,46733,1,2581,1,5,78100990,0,2399737,1990678,2597966,2599499,2701767,0,0,3,2,1,0,0,0,0,36582489,1,0,109906342,1348850,0,95,1,8,1,1,4,1,0,0,0
1512,0,5,5,0,4,1151,0,48100,0,2634,1,8,92119787,0,2456122,1260965,2176151,2541019,3179825,0,0,3,1,1,0,0,0,0,55248805,1,0,95887203,2163926,0,90,1,9,1,4,1,0,0,0,0
1513,1,4,8,0,2,1316,0,49182,0,2391,1,9,56269186,0,1349855,2731467,2888002,2349567,2971611,0,0,3,1,1,0,0,0,0,29624071,1,0,190863517,1953110,0,93,1,8,0,2,0,2,0,0,0
1514,0,3,7,0,4,888,0,63107,1,2274,1,8,33868438,0,1629867,1625139,2104078,2478259,2820854,0,0,3,2,1,0,0,0,0,26266383,1,0,95364262,1353808,0,85,0,9,0,5,4,2,0,0,0
1515,0,5,7,0,4,1290,0,55169,1,2273,1,10,94726885,0,1184171,2244106,2099602,2409293,3352266,0,0,3,1,1,0,0,0,0,25693605,1,0,177401002,1372607,0,81,1,9,0,1,3,1,0,0,0
1516,0,5,8,0,3,725,0,60099,1,2520,1,9,94868106,0,1349797,2106933,2623895,2059709,2574379,0,0,3,2,1,0,0,0,0,38455793,1,0,159492504,2298035,0,97,0,9,0,1,4,0,0,0,0
1517,1,5,4,0,2,807,0,53591,0,2596,1,10,95551476,0,2004110,1606343,2412612,2056281,3385787,0,0,3,2,1,0,0,0,0,43227753,1,0,130364628,2275353,0,98,0,8,0,5,3,2,0,0,0
1518,0,4,8,0,4,789,0,54579,0,2952,1,6,55012911,0,1646958,2916153,2214711,2455105,2861162,0,0,3,2,1,0,0,0,0,28772048,1,0,155993708,1022244,0,99,0,9,1,4,4,0,0,0,0
1519,1,3,8,0,3,713,0,54592,1,2254,1,10,49430812,0,2005129,2389040,2694217,2269522,3049195,0,0,3,2,1,0,0,0,0,49460333,1,0,159631394,2249747,0,93,1,8,0,1,0,1,0,0,0
1520,1,3,7,0,4,864,0,53030,1,2492,1,9,76798902,0,2120081,2894499,2294506,2321521,2783936,0,0,3,1,1,0,0,0,0,57645999,1,0,89523876,2428783,0,82,1,8,0,3,1,1,0,0,0
1521,1,5,6,0,4,1014,0,66818,0,2685,1,5,40743710,0,1622868,1583356,2112241,2880824,2743333,0,0,3,1,1,0,0,0,0,21793199,1,0,83246846,1996808,0,86,0,8,1,3,1,0,0,0,0
1522,1,4,4,0,3,831,0,68688,1,2735,1,10,49939868,0,1983278,1388923,2736419,2005037,2712775,0,0,3,2,1,0,0,0,0,24521897,1,0,131026156,1097071,0,95,1,9,0,2,4,1,0,0,0
1523,0,4,9,0,4,1136,0,55635,1,2523,1,9,82182988,0,2015249,1545585,2397765,2306325,2519435,0,0,3,2,1,0,0,0,0,20412396,1,0,126734280,2329435,0,85,1,9,1,2,3,2,0,0,0
1524,0,5,8,0,2,1049,0,47842,0,2840,1,8,64329843,0,2387722,2058019,2394580,2918957,3447139,0,0,3,2,1,0,0,0,0,57106757,1,0,130717521,2194013,0,89,0,9,0,4,0,0,0,0,0
1525,1,5,9,0,2,1283,0,56557,0,2867,1,5,72076181,0,2368003,2880529,2385646,2358083,3393379,0,0,3,2,1,0,0,0,0,40356675,1,0,78316164,1602390,0,97,1,9,1,0,3,0,0,0,0
1526,1,5,7,0,4,1243,0,47813,0,2662,1,10,86133973,0,2019970,2479762,2233776,2859648,2618517,0,0,3,1,1,0,0,0,0,49090555,1,0,111883704,2077749,0,93,1,9,0,2,2,0,0,0,0
1527,0,5,9,0,2,1112,0,59143,0,2050,1,6,67472821,0,2493459,1546372,2630711,2065849,2830060,0,0,3,2,1,0,0,0,0,22153383,1,0,93110429,2194380,0,99,0,8,0,4,0,0,0,0,0
1528,0,3,7,0,2,657,0,63906,1,2658,1,10,35056892,0,2418947,1800379,2848651,2523089,2969876,0,0,3,1,1,0,0,0,0,28802785,1,0,148889767,1656284,0,89,0,8,0,4,3,1,0,0,0
1529,0,5,7,0,3,945,0,69441,0,2418,1,10,46518864,0,1377439,2296435,2255075,2482971,3406069,0,0,3,2,1,0,0,0,0,24560203,1,0,109222842,1366103,0,92,0,8,0,0,0,2,0,0,0
1530,0,4,7,0,3,922,0,49886,0,2162,1,9,83795604,0,1980099,1392022,2092426,2714074,2788211,0,0,3,1,1,0,0,0,0,37078993,1,0,160002578,1994131,0,93,0,9,1,2,3,2,0,0,0
1531,1,4,4,0,2,1114,0,46516,0,2904,1,8,31701281,0,1520394,2694097,2934897,2985477,2781414,0,0,3,2,1,0,0,0,0,37199924,1,0,196795300,1205012,0,98,0,9,1,0,0,2,0,0,0
1532,0,4,5,0,3,738,0,56073,1,2070,1,8,32397111,0,1713426,2332222,2956407,2363188,2942945,0,0,3,1,1,0,0,0,0,23455326,1,0,146321733,2023206,0,98,0,9,1,1,0,1,0,0,0
1533,0,3,9,0,3,1015,0,49519,1,2568,1,9,80602973,0,1931201,2683671,2129760,2928433,3178966,0,0,3,2,1,0,0,0,0,31901885,1,0,161373200,1554700,0,81,0,9,0,2,4,0,0,0,0
1534,0,5,9,0,3,517,0,56574,1,2180,1,9,86460296,0,1200486,2406857,2742623,2307329,3214509,0,0,3,1,1,0,0,0,0,50430863,1,0,100358472,1644016,0,93,1,8,0,0,1,1,0,0,0
1535,1,5,5,0,4,775,0,69473,0,2585,1,6,68366560,0,1948208,1274369,2475427,2423988,2587884,0,0,3,2,1,0,0,0,0,55722167,1,0,81500259,1152078,0,88,0,9,1,5,2,1,0,0,0
1536,1,4,8,0,4,678,0,58360,0,2775,1,10,65802056,0,1169312,2397768,2138470,2510637,2587299,0,0,3,2,1,0,0,0,0,41536345,1,0,140925344,1583758,0,86,0,8,0,5,4,2,0,0,0
1537,1,5,9,0,2,1368,0,59712,0,2584,1,9,59527013,0,1628519,1591862,2072904,2110598,2638322,0,0,3,2,1,0,0,0,0,46797814,1,0,94486460,2448126,0,94,1,8,1,1,3,2,0,0,0
1538,1,5,7,0,2,1481,0,59010,1,2305,1,6,58437450,0,1391026,2863881,2012194,2574874,2571290,0,0,3,1,1,0,0,0,0,22395829,1,0,107622993,1758058,0,80,1,8,0,1,4,1,0,0,0
1539,1,4,4,0,2,579,0,45618,1,2310,1,6,25797605,0,1690013,2313387,2293682,2874797,2830989,0,0,3,2,1,0,0,0,0,31156089,1,0,162994927,1017300,0,86,1,9,0,0,0,0,0,0,0
1540,1,3,5,0,4,876,0,47390,0,2132,1,5,22754172,0,1914115,2847453,2449209,2766371,3172261,0,0,3,2,1,0,0,0,0,34090582,1,0,86995501,2216758,0,99,0,9,0,4,3,1,0,0,0
1541,1,4,4,0,3,598,0,51027,1,2462,1,7,99712314,0,2114868,2236445,2602513,2788901,2692966,0,0,3,1,1,0,0,0,0,27952315,1,0,127659328,1307975,0,88,1,9,1,3,3,2,0,0,0
1542,0,5,5,0,2,870,0,49705,0,2642,1,7,76557487,0,1804250,2357641,2095561,2267613,2983677,0,0,3,1,1,0,0,0,0,37752517,1,0,100077645,1231828,0,97,0,9,0,0,3,1,0,0,0
1543,1,3,9,0,3,620,0,49329,0,2277,1,7,52314332,0,1325734,2385376,2812590,2057110,2737732,0,0,3,2,1,0,0,0,0,27836634,1,0,177697348,1727082,0,80,0,9,1,2,0,1,0,0,0
1544,1,5,9,0,2,786,0,54581,0,2653,1,9,91459686,0,1165845,2791304,2052606,2385454,2754772,0,0,3,1,1,0,0,0,0,43238661,1,0,119495858,2268094,0,91,0,9,1,0,2,1,0,0,0
1545,1,5,6,0,3,690,0,69476,1,2418,1,6,71160190,0,2397963,1838256,2279818,2377998,2610933,0,0,3,2,1,0,0,0,0,58954586,1,0,173743026,1891112,0,98,0,8,1,1,4,1,0,0,0
1546,1,5,8,0,2,770,0,61929,1,2181,1,10,41300569,0,1039576,1924820,2074961,2645287,3296843,0,0,3,1,1,0,0,0,0,38642935,1,0,134013410,1163010,0,88,0,8,1,3,0,2,0,0,0
1547,1,4,9,0,2,533,0,51837,1,2996,1,6,39736381,0,1753124,1749733,2065399,2287276,2629876,0,0,3,2,1,0,0,0,0,38246754,1,0,96751657,2306805,0,100,1,9,1,4,3,0,0,0,0
1548,0,5,9,0,3,1326,0,49800,0,2950,1,9,66831447,0,1638990,2877882,2373738,2295742,3246702,0,0,3,1,1,0,0,0,0,35195590,1,0,119114942,1814648,0,81,1,9,1,4,1,2,0,0,0
1549,1,5,4,0,2,1447,0,63186,0,2097,1,8,98294383,0,1621938,1260857,2942308,2573218,2955117,0,0,3,2,1,0,0,0,0,59148694,1,0,105857245,1835530,0,95,0,9,1,4,1,2,0,0,0
1550,0,3,5,0,3,831,0,46169,1,2061,1,5,86841282,0,1866448,2492980,2420705,2937360,2833990,0,0,3,1,1,0,0,0,0,33999834,1,0,189185366,2299725,0,92,0,9,0,4,3,1,0,0,0
1551,1,4,9,0,4,1227,0,58110,1,2738,1,6,91192889,0,1308646,1661392,2853498,2282808,2742861,0,0,3,1,1,0,0,0,0,52351874,1,0,87708031,1590595,0,93,0,9,1,1,4,1,0,0,0
1552,0,4,5,0,4,1142,0,57193,0,2908,1,6,87194752,0,1095238,2239680,2635472,2942738,3124862,0,0,3,2,1,0,0,0,0,57729623,1,0,76145881,1957101,0,99,1,8,0,4,1,0,0,0,0
1553,1,5,7,0,2,1110,0,47970,0,2877,1,8,92270914,0,1126227,1368085,2009990,2429757,2663372,0,0,3,1,1,0,0,0,0,55109124,1,0,78317240,1434473,0,81,1,8,0,1,0,0,0,0,0
1554,1,3,9,0,4,1027,0,50349,0,2610,1,5,91364302,0,1086229,1222006,2416811,2962167,2727556,0,0,3,2,1,0,0,0,0,29339625,1,0,152019850,1870464,0,99,1,8,0,2,3,2,0,0,0
1555,1,3,4,0,2,1467,0,49340,1,2904,1,10,22419200,0,2348005,1992537,2104797,2633403,3032222,0,0,3,1,1,0,0,0,0,33981920,1,0,184763976,1517325,0,86,0,8,0,5,0,0,0,0,0
1556,1,3,7,0,2,621,0,66298,0,2875,1,7,48991503,0,2197163,2367043,2400395,2991409,3111667,0,0,3,2,1,0,0,0,0,26735975,1,0,84653254,1970106,0,91,0,9,1,1,0,2,0,0,0
1557,0,5,7,0,3,630,0,63982,1,2001,1,6,64645511,0,1373007,2356764,2262771,2650483,3248106,0,0,3,1,1,0,0,0,0,58773164,1,0,157610476,2322529,0,92,0,9,1,0,0,1,0,0,0
1558,1,4,9,0,3,1192,0,65563,0,2622,1,8,52514946,0,1932205,2586814,2382546,2549445,2849401,0,0,3,1,1,0,0,0,0,24046736,1,0,60601311,1382380,0,93,0,8,0,0,2,2,0,0,0
1559,1,3,8,0,3,1186,0,45826,1,2310,1,7,25908482,0,1196450,1922491,2428501,2044021,3409466,0,0,3,1,1,0,0,0,0,32907751,1,0,86017374,2371858,0,83,0,9,1,0,1,1,0,0,0
1560,1,5,5,0,4,971,0,57166,0,2632,1,5,58577518,0,2099431,1229448,2211695,2531907,2512537,0,0,3,2,1,0,0,0,0,52281425,1,0,168706443,2448022,0,94,1,8,1,1,1,1,0,0,0
1561,1,5,6,0,4,745,0,45918,0,2541,1,9,37986395,0,2070802,2118119,2187587,2886893,3278980,0,0,3,2,1,0,0,0,0,54752976,1,0,100296026,2228604,0,97,0,9,1,1,3,0,0,0,0
1562,0,5,4,0,2,653,0,65125,1,2617,1,9,69617809,0,2165558,2076649,2815692,2384511,3165006,0,0,3,1,1,0,0,0,0,49937313,1,0,74886141,1920774,0,91,1,8,1,4,1,1,0,0,0
1563,1,3,6,0,3,607,0,62753,1,2420,1,6,96591956,0,2374934,2226533,2273875,2156696,3172642,0,0,3,1,1,0,0,0,0,23046225,1,0,133506930,1981527,0,92,0,8,0,2,4,0,0,0,0
1564,0,5,9,0,4,627,0,54982,1,2109,1,8,52443440,0,1743199,2682420,2617666,2903898,2952436,0,0,3,1,1,0,0,0,0,26598639,1,0,106627266,1677869,0,90,0,9,1,3,0,2,0,0,0
1565,1,4,5,0,2,587,0,63423,0,2304,1,6,81967138,0,2250195,1299055,2956446,2191749,2712967,0,0,3,1,1,0,0,0,0,20319056,1,0,89040268,1062088,0,88,0,9,0,2,4,0,0,0,0
1566,0,3,4,0,2,867,0,69664,0,2700,1,5,37786475,0,1612461,2177101,2109808,2026881,3222104,0,0,3,2,1,0,0,0,0,55650690,1,0,192189321,1341988,0,80,0,9,0,1,1,2,0,0,0
1567,1,4,9,0,3,621,0,54632,1,2435,1,8,98869403,0,1129043,1325350,2985077,2215618,2603187,0,0,3,2,1,0,0,0,0,39403180,1,0,71689140,1431506,0,97,1,9,0,0,2,0,0,0,0
1568,0,3,5,0,2,1062,0,61582,0,2282,1,10,73577002,0,1036697,2174230,2167844,2626893,2997155,0,0,3,2,1,0,0,0,0,40476022,1,0,192846023,1634254,0,80,1,8,1,4,1,0,0,0,0
1569,0,4,8,0,2,1075,0,64142,0,2176,1,6,90293028,0,1245345,2394389,2125228,2932049,3393717,0,0,3,2,1,0,0,0,0,25891074,1,0,107671383,1973039,0,80,1,8,1,1,1,0,0,0,0
1570,1,3,8,0,3,938,0,56887,1,2023,1,10,77973501,0,1048217,2790214,2398424,2534305,2820758,0,0,3,1,1,0,0,0,0,21383026,1,0,148565726,1404518,0,94,1,9,1,0,3,1,0,0,0
1571,1,5,4,0,3,1273,0,53142,0,2701,1,9,64846319,0,1978133,1352597,2792821,2813066,2964160,0,0,3,1,1,0,0,0,0,58253634,1,0,179420243,1871620,0,93,1,8,0,4,2,1,0,0,0
1572,1,3,8,0,2,1254,0,47972,0,2298,1,10,91950500,0,1987284,2713953,2784471,2819141,3498653,0,0,3,1,1,0,0,0,0,23589282,1,0,190271138,1440922,0,97,1,9,1,1,0,0,0,0,0
1573,1,5,9,0,2,953,0,49331,1,2015,1,8,33456579,0,1001840,1609137,2507505,2471481,3158621,0,0,3,2,1,0,0,0,0,46012560,1,0,83172569,1745840,0,89,0,8,1,3,2,2,0,0,0
1574,0,3,8,0,3,559,0,49038,0,2786,1,5,56723239,0,2314716,1321588,2354607,2295356,2786180,0,0,3,1,1,0,0,0,0,38927211,1,0,153825718,2186326,0,86,1,8,1,2,1,1,0,0,0
1575,0,5,8,0,3,1342,0,57469,1,2090,1,7,40968404,0,1352965,2775724,2109669,2613108,3198644,0,0,3,2,1,0,0,0,0,28669129,1,0,179318020,2382243,0,94,0,8,0,1,3,1,0,0,0
1576,0,4,4,0,3,584,0,49157,0,2822,1,8,83108364,0,2378814,2601044,2337151,2102580,3459785,0,0,3,1,1,0,0,0,0,20100154,1,0,188933910,1560202,0,99,1,9,1,3,3,1,0,0,0
1577,0,5,4,0,3,1183,0,56579,1,2142,1,9,68220069,0,2116121,1881648,2284630,2004422,2891415,0,0,3,1,1,0,0,0,0,40266485,1,0,130814700,2232377,0,89,1,9,1,5,0,2,0,0,0
1578,0,5,4,0,4,1310,0,60385,0,2462,1,5,67577774,0,1186574,2586082,2679537,2894763,3363965,0,0,3,2,1,0,0,0,0,37414138,1,0,146586895,1445894,0,86,0,8,1,5,4,2,0,0,0
1579,0,5,4,0,4,1488,0,65391,1,2304,1,9,48484503,0,1348197,2900779,2539159,2910626,3300624,0,0,3,2,1,0,0,0,0,22416400,1,0,162372142,1657309,0,83,1,8,1,4,0,1,0,0,0
1580,1,5,4,0,4,1058,0,47786,0,2783,1,6,31100817,0,1738896,1539418,2349204,2580239,2916825,0,0,3,1,1,0,0,0,0,51011187,1,0,135581325,1643365,0,96,1,8,1,5,0,0,0,0,0
1581,0,5,7,0,4,1091,0,69864,0,2173,1,10,57925465,0,2388532,2228395,2207019,2908716,2859747,0,0,3,1,1,0,0,0,0,47607548,1,0,195549112,1971135,0,82,1,8,0,4,2,0,0,0,0
1582,0,4,6,0,4,992,0,56026,1,2915,1,9,73903624,0,1790537,2330990,2027406,2047462,3452369,0,0,3,1,1,0,0,0,0,20409295,1,0,89133384,1976883,0,92,0,8,0,0,1,1,0,0,0
1583,0,5,5,0,2,929,0,58806,0,2160,1,5,71013232,0,2257792,2024314,2755177,2886379,3098171,0,0,3,1,1,0,0,0,0,40307297,1,0,123445879,2332260,0,83,0,8,0,0,1,0,0,0,0
1584,0,4,9,0,4,856,0,69773,0,2969,1,7,44230837,0,2019367,2917049,2631526,2681477,2577533,0,0,3,2,1,0,0,0,0,31540819,1,0,189019690,1661614,0,86,1,9,1,3,4,1,0,0,0
1585,1,5,7,0,2,1114,0,55531,0,2877,1,6,76404480,0,1857871,2898995,2715584,2125655,3062524,0,0,3,1,1,0,0,0,0,35559637,1,0,122627879,2144171,0,86,1,8,1,1,1,2,0,0,0
1586,1,4,9,0,2,1102,0,55743,1,2700,1,8,60095871,0,2209548,1909010,2226164,2407447,3310899,0,0,3,2,1,0,0,0,0,34163681,1,0,130537425,1775207,0,100,0,8,1,4,3,1,0,0,0
1587,1,5,9,0,2,921,0,46825,1,2715,1,7,28148145,0,1805227,2228152,2978423,2124957,2633576,0,0,3,2,1,0,0,0,0,33645654,1,0,191366878,1491505,0,80,0,9,0,5,4,1,0,0,0
1588,1,5,9,0,4,629,0,45626,1,2761,1,7,60066295,0,2343340,2024620,2555092,2853236,3436753,0,0,3,2,1,0,0,0,0,43334862,1,0,113735921,1479264,0,100,0,9,0,1,4,0,0,0,0
1589,0,3,5,0,3,886,0,57292,1,2265,1,9,25358459,0,1734276,2562199,2333364,2113254,3451026,0,0,3,1,1,0,0,0,0,40358842,1,0,73065889,2022443,0,84,0,9,0,2,0,1,0,0,0
1590,1,4,4,0,4,1160,0,51214,0,2651,1,6,34502983,0,2016434,1334029,2853205,2257605,3435989,0,0,3,1,1,0,0,0,0,55034366,1,0,101244911,2000536,0,81,0,9,0,0,2,1,0,0,0
1591,0,5,6,0,4,855,0,47270,1,2401,1,7,88453374,0,1053071,1524824,2007627,2919397,2520109,0,0,3,2,1,0,0,0,0,52520187,1,0,192952173,1225866,0,87,1,8,1,3,3,1,0,0,0
1592,1,5,7,0,2,1415,0,68210,0,2933,1,6,53441971,0,1018658,2269750,2845816,2374713,2619480,0,0,3,1,1,0,0,0,0,29627274,1,0,175017263,1591028,0,89,0,8,1,4,2,0,0,0,0
1593,1,4,4,0,3,973,0,48205,1,2788,1,9,87834850,0,2294525,2647947,2658462,2816143,3206401,0,0,3,1,1,0,0,0,0,33402601,1,0,139560437,1371190,0,92,0,9,1,3,2,1,0,0,0
1594,1,3,9,0,4,1477,0,48592,0,2386,1,9,43556294,0,1269040,2013360,2062091,2181037,3440251,0,0,3,1,1,0,0,0,0,23190681,1,0,66952007,1018980,0,82,1,8,1,1,2,0,0,0,0
1595,1,3,4,0,3,1196,0,60178,0,2374,1,7,48169613,0,1640466,1889606,2072094,2119504,3477953,0,0,3,1,1,0,0,0,0,49588287,1,0,147085148,1315226,0,81,0,9,1,1,2,2,0,0,0
1596,1,5,4,0,3,1335,0,53567,0,2355,1,9,43586208,0,1534235,2308883,2669481,2242144,2632570,0,0,3,1,1,0,0,0,0,40858275,1,0,192166758,1699608,0,92,1,9,0,1,1,0,0,0,0
1597,1,3,9,0,2,678,0,46275,0,2946,1,9,91579794,0,2118430,1706327,2301325,2713070,3170953,0,0,3,2,1,0,0,0,0,56923949,1,0,107461920,2284080,0,92,0,9,0,2,2,1,0,0,0
1598,0,3,8,0,4,997,0,56813,0,2178,1,9,72004059,0,2404953,2512792,2212249,2300901,2635759,0,0,3,1,1,0,0,0,0,33322226,1,0,188312872,2381307,0,99,0,8,1,4,2,0,0,0,0
1599,1,5,9,0,2,722,0,65836,0,2986,1,10,55355473,0,1773257,1711260,2593056,2241098,3301325,0,0,3,1,1,0,0,0,0,51662475,1,0,95263437,1680992,0,99,0,9,0,3,2,0,0,0,0
1600,0,4,6,0,4,641,0,67527,1,2677,1,9,53634782,0,2063273,1516489,2441577,2420599,2907816,0,0,3,1,1,0,0,0,0,47402227,1,0,198381566,1127049,0,93,1,9,1,3,1,0,0,0,0
1601,1,4,5,0,2,561,0,57920,1,2339,1,6,56799070,0,1023049,1883908,2050133,2527172,2945207,0,0,3,2,1,0,0,0,0,40693337,1,0,80627367,2127972,0,97,1,9,0,0,0,1,0,0,0
1602,0,5,6,0,2,1313,0,56614,1,2561,1,5,52718466,0,1672346,1943451,2206150,2645206,2742216,0,0,3,2,1,0,0,0,0,58328009,1,0,93199165,1555333,0,96,0,9,0,2,2,1,0,0,0
1603,0,3,5,0,2,700,0,66705,1,2749,1,5,71310630,0,1513079,1294318,2705372,2533315,3168086,0,0,3,2,1,0,0,0,0,22871511,1,0,85244858,1233767,0,82,0,9,0,4,0,0,0,0,0
1604,1,5,5,0,4,1098,0,55817,0,2236,1,10,24376705,0,1830727,2281104,2889770,2752818,2911361,0,0,3,2,1,0,0,0,0,39408739,1,0,149375113,2407589,0,92,1,8,0,1,3,1,0,0,0
1605,1,3,9,0,4,1028,0,67563,0,2878,1,7,59270150,0,1138379,2369153,2189207,2474626,2736253,0,0,3,1,1,0,0,0,0,39457768,1,0,98698398,2169258,0,94,0,9,1,5,2,0,0,0,0
